CREATE_VALKYRIE_SENTENCE_2,"Hence, I wish to sacrifice my life to make a valkyrie—the great warrior to save the worlds—for you.",세계를 지키시는 주인님에게 제 생명으로 강인한 전사를 만들어 종으로 보내려 합니다.,為了守護世界，臣願奉獻自己的生命，創造出最強大的戰士送給您。,世界をお守りくださる我が主に私の命を捧げ、強靭な戦士にして下僕として送ります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATE_VALKYRIE_SENTENCE_3,She is the daughter of glorious Valhalla.,그것은... 발키리.,她是…女武神，瓦爾哈拉的女兒。,それは……ヴァルキリー。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATE_VALKYRIE_SENTENCE_4,"She is fairer than any flower, and stronger than any beast!","그녀는 세상의 어떤 꽃보다 아름다우며, 그 어떤 맹수보다 강인한 자랑스러운 발할라의 딸입니다.",比世界上任何一朵花還要美麗，比任何野獸更加勇猛。,彼女は世界のどんな花よりも美しく、どんな猛獣よりも強靭なヴァルハラの娘です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATE_VALKYRIE_SENTENCE_5,It would be an honor if you could give her a name.,"호명을 위해, 발키리의 이름을 지어주세요.",為呼喚女武神，請為之命名。,ヴァルキリーの名前をつけてください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREATE_VALKYRIE_SENTENCE_6,"Farewell, my lord. May she save the worlds...","나의 신이시여, 저의 희생을 잊지말아주세요... 그리고 부디 발키리와 함께 이 세계를 구원해주시기를...",我的主人，請不要忘記臣的犧牲…請和女武神一同拯救這個世界…,我が神よ、私の犠牲を忘れないでください……。そしてどうかヴァルキリーと共にこの世界を救ってください……。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENTER_VALKYRIE_NAME_DIALOGBOX,Please enter the name of the valkyrie.,발키리의 이름을 입력하세요.,請輸入女武神的名字。,ヴァルキリーの名前を入力してください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALKYRIE_NAME_INPUTBOX,The name of the valkyrie,발키리의 이름,女武神名字,ヴァルキリーの名前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALID_ERROR_VALKYRIE_NAME_NOT_EMPTY,Please enter the name of the valkyrie.,발키리의 이름을 입력해주시기 바랍니다.,請輸入女武神的名字。,ヴァルキリーの名前を入力してください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALID_ERROR_VALKYRIE_NAME_SIZE,The name of the valkyrie should be between {min} and {max} characters.,"발키리의 이름은 {min}글자 이상, {max}글자 이하로 입력해주시기 바랍니다.",名字必須在 {min} 到 {max} 個字之間。,ヴァルキリーの名前は{min}文字以上、{max}文字以下で入力してください。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABILITYSCORE_HP_NAMETAG,HP,체력,生命,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABILITYSCORE_DAMAGE_NAMETAG,Atk Power,공격력,攻擊力,攻撃力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABILITYSCORE_DEFENCE_PERCENT_NAMETAG,Def,방어력,防禦力,防御力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABILITYSCORE_ATTACK_SPEED_NAMETAG,Atk Speed,공격 속도,攻擊速度,攻撃速度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABILITYSCORE_AVOIDABILITY_NAMETAG,Dodge Rate,회피율,閃避率,回避率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABILITYSCORE_CRITICAL_PERCENT_NAMETAG,Crit Rate,치명타율,暴擊率,致命打率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOW_DETAIL_BUTTON,Show Details,상세 보기,查看詳細,詳細を見る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEMENT_TABLE_NAMETAG,ELEMENTS,속성 간 상성표,屬性,属性間の相性表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEMENT_TABLE_ARROW_DESCRIPTION," +{percent}% damages",{percent}%의 추가 데미지를 줍니다.,{percent}% 額外傷害,{percent}%の追加ダメージを与えます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALKYRIE_MENT_1,What should I do today?,오늘은 뭘 할까요?,今天要做什麼呢？,今日は何をしましょうか？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEST_BUTTON,QUESTS,퀘스트,任務,クエスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETTINGS_BUTTON,SETTINGS,설정,設定,設定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALKYRIE_BUTTON,VALKYRIE,발키리,女武神,ヴァルキリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_BUTTON,SHOP,상점,商店,ショップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARENA_BUTTON,ARENA,투기장,競技場,アリーナ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEADERBOARDS_BUTTON,LEADERBOARDS,랭킹,排行榜,ランキング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALKYRIE_CATEGORY_STATUS,STATUS,능력치,狀態,能力値,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALKYRIE_CATEGORY_COSTUME,COSTUMES,의상,服裝,衣装,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALKYRIE_CATEGORY_WEAPON,WEAPONS,무기,武器,武器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALKYRIE_CATEGORY_RUNE,RUNES,룬,符文,ルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPGRADE_WEAPON_BUTTON,Upgrade,강화,強化,強化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUIP_WEAPON_BUTTON,Equip,장착,裝備,装着,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNEQUIP_WEAPON_BUTTON,Unequip,장착 해제,卸除,装着解除,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPON_SLOT_OCCUPIED_ALERT,The weapon slots are occupied.,무기 슬롯이 가득 찼습니다.,武器插槽已滿。,武器スロットがいっぱいです。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPGRADE_RUNE_BUTTON,Upgrade,강화,強化,強化,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUIP_RUNE_BUTTON,Equip,장착,裝備,装着,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNEQUIP_RUNE_BUTTON,Unequip,장착 해제,卸除,装着解除,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUNE_SLOT_OCCUPIED_ALERT,The rune slots are occupied.,룬 슬롯이 가득 찼습니다.,符文插槽已滿。,ルーンスロットがいっぱいです。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMAINING_STATUS_POINT,Stat Points Remaining,남은 능력치 포인트,剩餘能力點,残りの能力値ポイント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPC_VOLVA_NAMETAG,Volva,볼바,渥爾娃,ヴォルヴァ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_VOLVA_BLESSING_BUTTON,Volva's Blessing,볼바의 축복,渥爾娃的祝福,ヴォルヴァの祝福,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_COSTUME_1_BUTTON,1 Costume,의상 1개,1 件服裝,衣装1着,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_COSTUME_11_BUTTON,11 Costumes,의상 11개,11 件服裝,衣装11着,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_WEAPON_1_BUTTON,1 Weapon,무기 1개,1 個武器,武器1個,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_WEAPON_11_BUTTON,11 Weapons,무기 11개,11 個武器,武器11個,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_BUY_CRYSTAL_BUTTON,Buy Crystal,수정 구매,購買水晶,クリスタル購入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_COSTUME_1_DIALOGBOX,Do you want to buy 1 costume\nfor {n} crystals?,의상 1개를 수정 {n}개에\n구매하시겠습니까?,確定要使用 {n} 個水晶購買 1 件服裝嗎？,衣装1着をクリスタル{n}個で購入しますか？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_COSTUME_11_DIALOGBOX,Do you want to buy 11 costumes\nfor {n} crystals?,의상 11개를 수정 {n}개에\n구매하시겠습니까?,確定要使用 {n} 個水晶購買 11 件服裝嗎？,衣装11着をクリスタル{n}個で購入しますか？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_WEAPON_1_DIALOGBOX,Do you want to buy 1 weapon\nfor {n} crystals?,무기 1개를 수정 {n}개에\n구매하시겠습니까?,確定要使用 {n} 個水晶購買 1 個武器嗎？,武器1個をクリスタル{n}個で購入しますか？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_WEAPON_11_DIALOGBOX,Do you want to buy 11 weapons\nfor {n} crystals?,무기 11개를 수정 {n}개에\n구매하시겠습니까?,確定要使用 {n} 個水晶購買 11 個武器嗎？,武器11個をクリスタル{n}個で購入しますか？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_VOLVA_SENTENCE_1,"With my magic, I'll make you costumes and weapons that suit best for your valkyrie.",저의 주문으로 당신의 발키리에 가장 어울리는 의상과 무기를 만들어드리죠.,憑藉我的魔法，我將為女武神，打造出最適合的服裝與武器。,私の魔法であなたのヴァルキリーに一番合う衣装と武器を作って差し上げましょう。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_CRYSTALCATALOG_ENTRY,{n} Crystals,수정 {n}개,{n} 個水晶,クリスタル{n}個,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP_CRYSTALCATALOG_EVENT_ENTRY,{n} + {n} Crystals,수정 {n} + {n}개,{n} + {n} 個水晶,クリスタル{n}+{n}個,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUCCESS_PURCHASE_POPUP,Purchase Successful!,결제 성공!,購買成功。,購入成功！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORE_PURCHASE_OPTIONS_BUTTON,More Options...,더 많은 수정 구매,更多選擇,もっと多くのクリスタル購入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURCHASE_POPUP_CURRENT_CRYSTAL_NAMETAG,You currently have:,현재 보유 수정,目前擁有：,現在保有中のクリスタル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRYSTAL_PACKAGE_ENTRY,You earn 20 crystals everyday.,매일 수정 20개 지급,每日 20 水晶禮包,毎日クリスタル20個支給,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRYSTAL_PACKAGE_INFO_DIALOGBOX,"For 30 days, you earn 20 crystals everyday.",30일간 매일 수정 20개를 지급합니다.,購買後30天內，每日可獲得 20 個水晶。,30日間、毎日クリスタル20個を支給します。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREVIOUS_PURCHASE_OPTIONS_BUTTON,More Options...,이전,上一頁,戻る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREE_CRYSTAL_BUTTON,Free Crystal,무료 수정,免費水晶,無料クリスタル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIEW_COSTUME_LIST_BUTTON,Costume List,의상 목록 보기,服裝清單,衣装リストを見る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIEW_WEAPON_LIST_BUTTON,Weapon List,무기 목록 보기,武器清單,武器リストを見る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSTUME_LIST_POPUP_TITLE,"LIST OF COSTUMES
",의상 목록,服裝清單,衣装リスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPON_LIST_POPUP_TITLE,LIST OF WEAPONS,무기 목록,武器清單,武器リスト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREE_CRYSTAL_DIALOGBOX_TITLE,Free Crystal,무료 수정,免費水晶,無料クリスタル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREE_CRYSTAL_AD_BUTTON,Watch Ad for {crystal},광고 보고 {crystal} 얻기,看廣告拿{crystal}個水晶,広告を見て{crystal}をゲット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREE_CRYSTAL_OFFERWALL_BUTTON,Offerwall,Offerwall,廣告牆,Offerwall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOTBOX_OPEN_AGAIN_BUTTON,Try Again,한 번 더,再一次,もう一度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUNE_DAMAGE_DESCRIPTION," +{amount} attack power",발키리의 공격력이 {amount} 만큼 증가합니다.,攻擊力增加 + {amount} 。,ヴァルキリーの攻撃力が{amount}分アップします。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRE_RUNE_1_NAMETAG,Low-Class Fire Rune,하급 불의 룬,初階 火之符文,下級 火のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRE_RUNE_2_NAMETAG,Mid-Class Fire Rune,중급 불의 룬,中階 火之符文,中級 火のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRE_RUNE_3_NAMETAG,High-Class Fire Rune,상급 불의 룬,高階 火之符文,上級 火のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIRE_RUNE_DESCRIPTION,Gives fire attribute,발키리가 불 속성을 얻습니다.,賦予火屬性,ヴァルキリーが火の属性を得ます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER_RUNE_1_NAMETAG,Low-Class Water Rune,하급 물의 룬,初階 水之符文,下級 水のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER_RUNE_2_NAMETAG,Mid-Class Water Rune,중급 물의 룬,中階 水之符文,中級 水のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER_RUNE_3_NAMETAG,High-Class Water Rune,상급 물의 룬,高階 水之符文,上級 水のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER_RUNE_DESCRIPTION,Gives water attribute,발키리가 물 속성을 얻습니다.,賦予水屬性,ヴァルキリーが水の属性を得ます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND_RUNE_1_NAMETAG,Low-Class Wind Rune,하급 바람의 룬,初階 風之符文,下級 風のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND_RUNE_2_NAMETAG,Mid-Class Wind Rune,중급 바람의 룬,中階 風之符文,中級 風のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND_RUNE_3_NAMETAG,High-Class Wind Rune,상급 바람의 룬,高階 風之符文,上級 風のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIND_RUNE_DESCRIPTION,Gives wind attribute,발키리가 바람 속성을 얻습니다.,賦予風屬性,ヴァルキリーが風の属性を得ます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EARTH_RUNE_1_NAMETAG,Low-Class Earth Rune,하급 대지의 룬,初階 土之符文,下級 大地のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EARTH_RUNE_2_NAMETAG,Mid-Class Earth Rune,중급 대지의 룬,中階 土之符文,中級 大地のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EARTH_RUNE_3_NAMETAG,High-Class Earth Rune,상급 대지의 룬,高階 土之符文,上級 大地のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EARTH_RUNE_DESCRIPTION,Gives earth attribute,발키리가 대지 속성을 얻습니다.,賦予土屬性,ヴァルキリーが大地の属性を得ます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGHT_RUNE_1_NAMETAG,Low-Class Light Rune,하급 빛의 룬,初階 光之符文,下級 光のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGHT_RUNE_2_NAMETAG,Mid-Class Light Rune,중급 빛의 룬,中階 光之符文,中級 光のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGHT_RUNE_3_NAMETAG,High-Class Light Rune,상급 빛의 룬,高階 光之符文,上級 光のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIGHT_RUNE_DESCRIPTION,Gives light attribute,발키리가 빛 속성을 얻습니다.,賦予光屬性,ヴァルキリーが光の属性を得ます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARK_RUNE_1_NAMETAG,Low-Class Dark Rune,하급 어둠의 룬,初階 暗之符文,下級 闇のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARK_RUNE_2_NAMETAG,Mid-Class Dark Rune,중급 어둠의 룬,中階 暗之符文,中級 闇のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARK_RUNE_3_NAMETAG,High-Class Dark Rune,상급 어둠의 룬,高階 暗之符文,上級 闇のルーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DARK_RUNE_DESCRIPTION,Gives darkness attribute,발키리가 어둠 속성을 얻습니다.,賦予暗屬性,ヴァルキリーが闇の属性を得ます。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMOVE_RUNE_DIALOGBOX,Do you really want to destroy the rune?,정말 룬을 파기하시겠습니까?,確定要摧毀這個符文嗎？,本当にルーンを破棄しますか？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMOVE_WEAPON_DIALOGBOX,Do you really want to destroy the weapon?,정말 무기를 파기하시겠습니까?,確定要摧毀這個武器嗎？,本当に武器を破棄しますか？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPGRADE_CONFIRM_DIALOGBOX_TITLE,Materials Required,필요한 재료,需求材料,必要な材料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPGRADE_CONFIRM_DIALOGBOX_DESCRIPTION_1,Success Probability: {percent} %,성공 확률 {percent} %,成功機率 {percent} %,成功率 {percent} %,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
